authors,average_rating,book_id,description,e_book,goodreads_book_id,is_ebook,isbn,language_code,num_pages,original_publication_year,original_title,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,title
"Margret Rey, H.A. Rey, Martha Weston",4.25,9239.0,,False,141935,,,en-US,0,2003.0,,134.0,368.0,1927.0,2486.0,5714.0,10561,Curious George Visits the Library
Julian Barnes,3.7,9240.0,,False,45369,,,eng,0,2005.0,,183.0,891.0,3641.0,5346.0,2236.0,10131,Arthur & George
Gerald N. Lund,4.3,9241.0,,False,381787,,,,0,1992.0,,33.0,191.0,1484.0,3732.0,5164.0,9081,"Truth Will Prevail (The Work and the Glory, #3)"
Karina Halle,3.98,9242.0,,False,16029994,,,eng,0,2013.0,,650.0,1150.0,3759.0,7535.0,7662.0,18391,"Sins & Needles (The Artists Trilogy, #1)"
"E.H. Gombrich, Caroline Mustill, Clifford Harper",4.1,9243.0,,False,61505,,,eng,0,1936.0,,120.0,413.0,1962.0,4245.0,4277.0,8297,A Little History of the World
H.P. Mallory,3.85,9244.0,,False,8542839,,,eng,0,2010.0,,440.0,922.0,3253.0,5005.0,4318.0,10228,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)"
"Natsuki Takaya, Alethea Nibley, Athena Nibley",4.39,9245.0,,False,836611,,,en-US,0,2000.0,,89.0,313.0,1917.0,4253.0,8934.0,15336,"Fruits Basket, Vol. 4"
Geneen Roth,3.62,9246.0,,False,6758423,,,en-US,0,2009.0,,541.0,1287.0,3066.0,3552.0,2974.0,10201,"Women, Food and God: An Unexpected Path to Almost Everything"
"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",4.14,9247.0,,False,762134,,,eng,0,1956.0,,129.0,413.0,1687.0,3915.0,4324.0,6423,Palace Walk (The Cairo Trilogy #1)
Andrew  Peterson,4.03,9248.0,,False,6630751,,,eng,0,2008.0,,165.0,426.0,1927.0,4099.0,3562.0,7849,"First to Kill (Nathan McBride, #1)"
Frank Bettger,4.25,9249.0,,False,109515,,,,0,1947.0,,161.0,366.0,1465.0,2617.0,5152.0,9438,How I Raised Myself from Failure to Success in Selling
Billy Crystal,3.89,9250.0,,False,15902792,,,eng,0,2013.0,,265.0,547.0,2319.0,4025.0,3115.0,8225,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys"
Jackie Collins,4.08,9251.0,,False,152402,,,en-US,0,1985.0,,149.0,495.0,2240.0,3432.0,4591.0,9994,"Lucky (Lucky Santangelo, #2)"
"Stephen Schwartz, Gregory Maguire",4.45,9252.0,,False,24938,,,,0,2004.0,,87.0,175.0,1068.0,2879.0,6548.0,10729,Wicked - Piano/Vocal Arrangement
Erma Bombeck,4.07,9253.0,,False,432283,,,en-US,0,1971.0,,69.0,378.0,2469.0,4029.0,4241.0,10861,If Life Is a Bowl of Cherries What Am I Doing in the Pits?
Bernard Cornwell,4.09,9254.0,,False,68530,,,en-US,0,2002.0,,36.0,272.0,2246.0,5169.0,3943.0,9680,"Vagabond (The Grail Quest, #2)"
Frances Hodgson Burnett,3.81,9255.0,,False,275247,,,,0,1886.0,,309.0,1101.0,4201.0,4935.0,4418.0,12712,Little Lord Fauntleroy
Cheryl McIntyre,3.94,9256.0,,False,16762211,,,eng,0,2012.0,,327.0,879.0,3664.0,6572.0,5412.0,15306,"Sometimes Never (Sometimes Never, #1)"
George R.R. Martin,4.2,9257.0,,False,11350430,,,eng,0,2010.0,,30.0,189.0,1731.0,4973.0,4522.0,11058,"The Mystery Knight (The Tales of Dunk and Egg, #3)"
Olivia Cunning,4.14,9258.0,,False,12710106,,,en-US,0,2012.0,,321.0,945.0,3759.0,7360.0,9745.0,20484,"Double Time (Sinners on Tour, #5)"
Holly Black,3.98,9259.0,,False,8288246,,,en-US,0,2011.0,,245.0,685.0,3798.0,7379.0,5557.0,16108,"Red Glove (Curse Workers, #2)"
Rhonda Byrne,4.14,9260.0,,False,13237327,,,eng,0,2012.0,,325.0,513.0,1427.0,2472.0,4803.0,8066,"The Magic (The Secret, #3)"
Mariana Zapata,4.36,9261.0,,False,24044596,,,,0,2015.0,,271.0,483.0,2014.0,5737.0,10709.0,16112,Kulti
"Bill Hybels, Lavonne Neff",4.14,9262.0,,False,44399,,,en-US,0,1988.0,,93.0,329.0,1637.0,3017.0,3804.0,8422,Too Busy Not to Pray: Slowing Down to Be With God
Philip Roth,3.69,9263.0,,False,3015764,,,eng,0,2008.0,,185.0,808.0,3228.0,4575.0,2035.0,8585,Indignation
Teju Cole,3.5,9264.0,,False,8526694,,,eng,0,2011.0,,420.0,1379.0,3165.0,3736.0,1924.0,9132,Open City
Dave Pelzer,4.18,9265.0,,False,822989,,,en-US,0,1995.0,,137.0,380.0,1553.0,2798.0,4336.0,8201,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave"""
Melissa de la Cruz,3.51,9266.0,,False,8113940,,,eng,0,2011.0,,600.0,2064.0,5428.0,5208.0,3262.0,13806,"Witches of East End (The Beauchamp Family, #1)"
Anita Shreve,3.18,9267.0,,False,443540,,,eng,0,2003.0,,728.0,2077.0,5164.0,3251.0,1299.0,11514,All He Ever Wanted
Clive Barker,4.24,9268.0,,False,52629,,,eng,0,1991.0,,125.0,352.0,1433.0,2764.0,4835.0,9421,The Fifth Dominion (Imajica Part #1/2)
Vi Keeland,4.06,9269.0,,False,18080889,,,eng,0,2013.0,,294.0,763.0,3810.0,8335.0,7369.0,20451,"Worth the Fight (MMA Fighter, #1)"
Robin McKinley,3.77,9270.0,,False,8089,,,eng,0,1997.0,,269.0,1302.0,4754.0,5988.0,4311.0,15696,Rose Daughter
Janice  Thompson,3.59,9271.0,,False,6433344,,,en-US,0,2009.0,,605.0,1289.0,3349.0,3302.0,2990.0,8692,"Fools Rush In (Weddings by Bella, #1)"
Sharon Creech,4.01,9272.0,,False,712807,,,,0,2002.0,,135.0,570.0,3061.0,4720.0,4682.0,12438,Ruby Holler
Jen Lancaster,3.91,9273.0,,False,7090290,,,eng,0,2010.0,,214.0,785.0,2979.0,4377.0,4019.0,11826,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto"
Bernard Cornwell,4.34,9274.0,,False,17853024,,,en-US,0,2013.0,,28.0,131.0,1235.0,4791.0,5499.0,8218,"The Pagan Lord (The Saxon Stories, #7)"
"Zig Ziglar, Al Mayton",4.25,9275.0,,False,161415,,,,0,1974.0,,160.0,319.0,1345.0,2687.0,4803.0,8888,See You at the Top
Ian McGuire,4.01,9276.0,,False,25666046,,,eng,0,2016.0,,229.0,563.0,2410.0,5987.0,4403.0,8732,The North Water
Greg Bear,3.86,9277.0,,False,64732,,,eng,0,1987.0,,131.0,556.0,3076.0,4532.0,2999.0,10085,"The Forge of God (Forge of God, #1)"
Robert Dugoni,4.25,9278.0,,False,26214866,,,eng,0,2016.0,,71.0,243.0,1832.0,6000.0,6040.0,14051,"In the Clearing (Tracy Crosswhite, #3)"
Brad Thor,4.1,9279.0,,False,16130723,,,eng,0,2013.0,,116.0,351.0,1956.0,4317.0,4095.0,7857,"Hidden Order (Scot Harvath, #12)"
Alison Weir,3.97,9280.0,,False,111220,,,en-US,0,1999.0,,210.0,524.0,2520.0,4793.0,3834.0,11325,Eleanor of Aquitaine: A Life 
"Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison",3.82,9281.0,,False,1524,,,eng,0,-458.0,,140.0,749.0,3486.0,4253.0,3304.0,11515,"Agamemnon (Oresteia, #1)"
Kevin Hearne,4.23,9282.0,,False,16280689,,,eng,0,2016.0,,55.0,256.0,1714.0,4789.0,5065.0,9082,"Staked (The Iron Druid Chronicles, #8)"
"David Baggett, Shawn E. Klein",4.45,9283.0,,False,31819,,,,0,2004.0,,197.0,274.0,955.0,1641.0,6249.0,9264,Harry Potter and Philosophy: If Aristotle Ran Hogwarts
Maya Banks,4.09,9284.0,,False,4800764,,,eng,0,2009.0,,255.0,843.0,3246.0,6041.0,7283.0,16437,"Sweet Persuasion (Sweet, #2)"
"P.C. Cast, Kristin Cast",3.95,9285.0,,False,16136599,,,eng,0,2014.0,,524.0,997.0,2851.0,3881.0,5709.0,11604,"Redeemed (House of Night, #12)"
Henry Marsh,4.22,9286.0,,False,21086818,,,eng,0,2014.0,,120.0,298.0,1689.0,4534.0,5209.0,7978,"Do No Harm: Stories of Life, Death and Brain Surgery"
Max Barry,3.65,9287.0,,False,33356,,,eng,0,2002.0,,272.0,1010.0,3536.0,4450.0,2332.0,9722,Jennifer Government
David Baldacci,3.56,9288.0,,False,126185,,,,0,2001.0,,445.0,1407.0,4566.0,4497.0,2689.0,11424,The Christmas Train
Christine Feehan,4.29,9289.0,,False,313267,,,eng,0,2004.0,,83.0,370.0,2322.0,4828.0,7807.0,14613,"Dark Destiny (Dark, #13)"
"Frank Miller, Lynn Varley",3.21,9290.0,,False,52367,,,eng,0,2001.0,,1354.0,2085.0,3179.0,2769.0,2216.0,11065,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)"
Katharine Hepburn,3.87,9291.0,,False,145397,,,eng,0,1991.0,,301.0,643.0,2640.0,3724.0,3396.0,9312,Me: Stories of My Life
Neil A. Fiore,3.88,9292.0,,False,95708,,,eng,0,1988.0,,282.0,632.0,2435.0,3426.0,3299.0,9396,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play
Anna Todd,4.08,9293.0,,False,23214408,,,en-US,0,2015.0,,565.0,943.0,2339.0,4093.0,7184.0,12671,"After Ever Happy (After, #4)"
Joel C. Rosenberg,4.32,9294.0,,False,18232495,,,eng,0,2014.0,,129.0,257.0,1062.0,3113.0,4973.0,7844,The Auschwitz Escape
Bill Bryson,3.89,9295.0,,False,10541,,,en-US,0,1994.0,,91.0,468.0,2844.0,4592.0,2870.0,9638,Made in America: An Informal History of the English Language in the United States
"Alice  Miller, Ruth Ward",4.09,9296.0,,False,4887,,,en-GB,0,1979.0,,189.0,490.0,2025.0,3548.0,4578.0,9563,The Drama of the Gifted Child: The Search for the True Self
Dale Wasserman,4.28,9297.0,,False,827497,,,,0,1970.0,,106.0,253.0,1432.0,3961.0,5429.0,11142,One Flew Over the Cuckoo's Nest
H.P. Lovecraft,4.2,9298.0,,False,129327,,,eng,0,1941.0,,75.0,318.0,1817.0,4227.0,4929.0,10153,The Case of Charles Dexter Ward
Austin Grossman,3.68,9299.0,,False,645180,,,eng,0,2007.0,,216.0,1022.0,3240.0,4548.0,2333.0,9878,Soon I Will Be Invincible
Janet Fitch,3.47,9300.0,,False,33144,,,eng,0,2006.0,,568.0,1426.0,2871.0,2714.0,2200.0,9092,Paint it Black
Karen Kingsbury,4.31,9301.0,,False,11429,,,en-US,0,2006.0,,118.0,318.0,1303.0,2811.0,5399.0,9685,"Ever After (Lost Love, #2)"
Graham Swift,3.68,9302.0,,False,5068,,,,0,1996.0,,268.0,871.0,3042.0,3971.0,2242.0,9349,Last Orders
"Roland Barthes, Annette Lavers",4.11,9303.0,,False,51715,,,eng,0,1957.0,,130.0,370.0,1838.0,4051.0,4081.0,9325,Mythologies
"Aristotle, Malcolm Heath",3.81,9304.0,,False,13270,,,eng,0,-335.0,,231.0,982.0,3658.0,4502.0,3768.0,10347,Poetics
Melanie Gideon,3.51,9305.0,,False,12737118,,,,0,2008.0,,362.0,1229.0,3998.0,4690.0,1688.0,10793,Wife 22
Colleen Oakley,3.79,9306.0,,False,20871704,,,,0,2015.0,,169.0,586.0,2597.0,3890.0,2297.0,8181,Before I Go
Mike Lupica,4.06,9307.0,,False,394841,,,,0,2004.0,,157.0,356.0,1664.0,2946.0,3361.0,8356,Travel Team
Susan Cooper,4.29,9308.0,,False,11306,,,eng,0,1984.0,,169.0,386.0,1758.0,4102.0,6810.0,11988,The Dark Is Rising Sequence  (The Dark Is Rising #1-5)
Margot Livesey,3.59,9309.0,,False,12002819,,,eng,0,2012.0,,267.0,1153.0,4358.0,5293.0,2116.0,12391,The Flight of Gemma Hardy
Ted Dekker,4.04,9310.0,,False,125959,,,en-US,0,2006.0,,117.0,562.0,2196.0,3873.0,4133.0,10594,"Saint (Paradise, #2)"
"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",3.78,9311.0,,False,60080,,,eng,0,1785.0,,312.0,859.0,2736.0,3638.0,3073.0,9104,Groundwork of the Metaphysics of Morals
"Douglas Preston, Lincoln Child",4.0,9312.0,,False,25614598,,,eng,0,2015.0,,115.0,510.0,2200.0,4338.0,3563.0,7174,"Crimson Shore (Pendergast, #15)"
Theodore Sturgeon,3.98,9313.0,,False,541024,,,eng,0,1953.0,,188.0,634.0,2515.0,4548.0,4163.0,10733,More Than Human
"James Patterson, Michael Ledwidge",3.88,9314.0,,False,20318201,,,eng,0,2014.0,,190.0,650.0,2884.0,4397.0,3331.0,6866,"Burn (Michael Bennett, #7)"
Donna Russo Morin,3.81,9315.0,,False,11996019,,,en-US,0,2012.0,,426.0,786.0,1905.0,1949.0,3188.0,8250,The King's Agent
Dee Henderson,4.4,9316.0,,False,426030,,,eng,0,2002.0,,43.0,176.0,1428.0,3516.0,6668.0,11245,The Healer (O'Malley #5)
Ernest Hemingway,3.86,9317.0,,False,4633,,,,0,1970.0,,168.0,659.0,2792.0,3933.0,3165.0,9608,Islands in the Stream
Dee Henderson,4.4,9318.0,,False,359461,,,eng,0,2001.0,,34.0,165.0,1423.0,3762.0,6779.0,11474,The Guardian (O'Malley #2)
Bisco Hatori,4.54,9319.0,,False,8163161,,,eng,0,2009.0,,75.0,167.0,947.0,2233.0,7401.0,10743,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)"
"Erlend Loe, Tor Ketil Solberg",3.89,9320.0,,False,604635,,,eng,0,1996.0,,243.0,721.0,2559.0,4346.0,3469.0,8642,Naïve. Super
"Meca Tanaka, 田中メカ",4.23,9321.0,,False,8110748,,,jpn,0,2007.0,,182.0,550.0,1880.0,2691.0,6134.0,11232,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1)
Andy Andrews,4.17,9322.0,,False,6261270,,,eng,0,2009.0,,142.0,530.0,1628.0,2870.0,4810.0,8335,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective"
Iris Murdoch,3.76,9323.0,,False,11324,,,eng,0,1954.0,,274.0,790.0,2716.0,3618.0,2684.0,9506,Under the Net
John Lanchester,3.68,9324.0,,False,12039943,,,,0,2012.0,,217.0,731.0,2865.0,4229.0,1843.0,4961,Capital
"P.C. Cast, Kristin Cast",4.16,9325.0,,False,11551045,,,en-US,0,2012.0,,163.0,561.0,2520.0,3946.0,6334.0,12649,"Lenobia's Vow (House of Night Novellas, #2)"
Elle Kennedy,4.05,9326.0,,False,28262024,,,eng,0,2016.0,,166.0,698.0,3503.0,7282.0,6332.0,14560,"The Goal (Off-Campus, #4)"
Eoin Colfer,4.29,9327.0,,False,2358870,,,en-US,0,2003.0,,198.0,367.0,1466.0,2973.0,5936.0,10692,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)"
Shana Norris,3.74,9328.0,,False,11913681,,,eng,0,2011.0,,323.0,1078.0,3814.0,3627.0,3680.0,12080,"The Boyfriend Thief (Stolen Kiss, #1)"
Peter  May,4.2,9329.0,,False,12782865,,,eng,0,2011.0,,66.0,230.0,1582.0,5081.0,4508.0,7870,"The Lewis Man (The Lewis Trilogy, #2)"
Terry Brooks,4.09,9330.0,,False,62233,,,eng,0,2007.0,,78.0,364.0,2333.0,4773.0,4372.0,10663,"The Elves of Cintra (Genesis of Shannara, #2)"
Trudi Canavan,3.84,9331.0,,False,28248,,,eng,0,2005.0,,260.0,884.0,3194.0,4702.0,3714.0,10552,"Priestess of the White (Age of the Five, #1)"
Jessica Sorensen,4.15,9332.0,,False,12760903,,,eng,0,2011.0,,119.0,440.0,2260.0,4516.0,5450.0,12519,"The Vision (Fallen Star, #3)"
Robert Ludlum,3.87,9333.0,,False,763594,,,eng,0,1976.0,,92.0,505.0,3032.0,4231.0,2903.0,10428,The Gemini Contenders
Conn Iggulden,4.26,9334.0,,False,330944,,,en-US,0,2005.0,,50.0,173.0,1397.0,4345.0,4708.0,9293,"The Field of Swords (Emperor, #3)"
Blake Crouch,3.74,9335.0,,False,6049585,,,en-US,0,2009.0,,313.0,958.0,3051.0,4169.0,2899.0,4713,Abandon
Linda Fairstein,3.9,9336.0,,False,85425,,,en-US,0,1996.0,,236.0,559.0,3002.0,4556.0,3599.0,11250,"Final Jeopardy (Alexandra Cooper, #1)"
Jay Winik,4.15,9337.0,,False,55229,,,,0,2001.0,,156.0,379.0,1458.0,3184.0,4063.0,8850,April 1865: The Month That Saved America
Jessica Verday,4.15,9338.0,,False,7159016,,,en-CA,0,2010.0,,258.0,682.0,2271.0,3829.0,6440.0,12890,"The Haunted (The Hollow, #2)"
Dee Henderson,4.38,9339.0,,False,595822,,,eng,0,2001.0,,32.0,171.0,1440.0,3523.0,6133.0,10704,The Protector (O'Malley #4)
Julie Buxbaum,4.1,9340.0,,False,25893582,,,eng,0,2016.0,,218.0,573.0,3140.0,7359.0,6807.0,15565,Tell Me Three Things
Cecily von Ziegesar,3.66,9341.0,,False,561403,,,eng,0,2005.0,,484.0,1215.0,3672.0,3547.0,3358.0,11929,"The It Girl (It Girl, #1)"
Lynsay Sands,4.16,9342.0,,False,263149,,,eng,0,2003.0,,159.0,602.0,3365.0,6388.0,8102.0,16618,Single White Vampire (Argeneau #3)
Robert Jordan,4.37,9343.0,,False,1111600,,,,0,1990.0,,166.0,257.0,970.0,2360.0,5386.0,9031,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)"
Daniel Goleman,3.97,9344.0,,False,26324,,,,0,2006.0,,141.0,465.0,2095.0,3566.0,3128.0,8670,Social Intelligence: The New Science of Human Relationships
"HaveYouSeenThisGirL, Jan Irene Villar",4.4,9345.0,,False,17903381,,,fil,0,2013.0,,294.0,297.0,638.0,891.0,4925.0,7016,Diary ng Panget
Susan Elizabeth Phillips,4.07,9346.0,,False,8437379,,,eng,0,2010.0,,160.0,661.0,3445.0,6836.0,6456.0,15449,"Call Me Irresistible (Wynette, Texas #5)"
Robin S. Sharma,3.93,9347.0,,False,289029,,,eng,0,1999.0,,181.0,542.0,2261.0,3889.0,3183.0,7174,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari
Jennifer McMahon,3.62,9348.0,,False,659546,,,eng,0,2007.0,,176.0,1137.0,4278.0,4915.0,2279.0,11775,Promise Not to Tell
Debora Geary,3.73,9349.0,,False,10790376,,,eng,0,2011.0,,571.0,1155.0,2728.0,3407.0,3614.0,11264,"A Modern Witch (A Modern Witch, #1)"
Andy Andrews,4.1,9350.0,,False,56466,,,eng,0,2002.0,,265.0,547.0,1647.0,2795.0,4461.0,8055,The Traveler's Gift: Seven Decisions that Determine Personal Success
Elle Casey,4.07,9351.0,,False,17973653,,,eng,0,2013.0,,318.0,812.0,3343.0,7807.0,7273.0,14739,"Shine Not Burn (Shine Not Burn, #1)"
Margaret Peterson Haddix,4.01,9352.0,,False,155370,,,,0,2005.0,,144.0,782.0,3061.0,4623.0,5238.0,12978,Double Identity
"Si Robertson, Mark Schlabach",3.94,9353.0,,False,17673271,,,eng,0,2013.0,,379.0,488.0,1649.0,2270.0,3272.0,7329,Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle
Tom Angleberger,4.12,9354.0,,False,10803806,,,eng,0,2011.0,,322.0,467.0,1811.0,3461.0,5038.0,10798,"Darth Paper Strikes Back (Origami Yoda, #2)"
Kady Cross,3.81,9355.0,,False,9166877,,,eng,0,2011.0,,665.0,1590.0,4603.0,6659.0,6030.0,17825,"The Girl in the Steel Corset (Steampunk Chronicles, #1)"
Daniel Glattauer,3.88,9356.0,,False,1820716,,,ger,0,2006.0,,402.0,1018.0,2983.0,4676.0,4603.0,6874,"Gut gegen Nordwind (Gut gegen Nordwind, #1)"
"James Lincoln Collier, Christopher Collier",3.39,9357.0,,False,122756,,,eng,0,1974.0,,920.0,1776.0,4368.0,3894.0,2487.0,12817,My Brother Sam Is Dead
Linda Howard,4.04,9358.0,,False,72623,,,eng,0,1994.0,,201.0,674.0,3219.0,5478.0,5801.0,14604,Dream Man
Tom Holland,4.17,9359.0,,False,91017,,,eng,0,2003.0,,94.0,283.0,1609.0,4369.0,4241.0,9224,Rubicon: The Last Years of the Roman Republic
Stephen King,4.55,9360.0,,False,71823,,,eng,0,1996.0,,34.0,124.0,976.0,3237.0,8201.0,11936,"The Green Mile, Part 6: Coffey on the Mile"
Laurie Halse Anderson,3.62,9361.0,,False,170171,,,en-US,0,2002.0,,309.0,1534.0,4769.0,4987.0,3123.0,13840,Catalyst
Molly Harper,3.92,9362.0,,False,5618698,,,en-US,0,2009.0,,425.0,1067.0,4412.0,7074.0,6329.0,18122,"Nice Girls Don't Have Fangs (Jane Jameson, #1)"
"Anne Rice, Anne Rampling",3.6,9363.0,,False,31334,,,en-US,0,1986.0,,565.0,1467.0,3507.0,3187.0,3327.0,10018,Belinda
Eloisa James,4.06,9364.0,,False,8449698,,,eng,0,2011.0,,206.0,706.0,3524.0,7015.0,6668.0,16245,"When Beauty Tamed the Beast (Fairy Tales, #2)"
Richard Paul Evans,4.27,9365.0,,False,8720415,,,,0,2011.0,,60.0,179.0,1468.0,4190.0,4870.0,9654,"Miles to Go (The Walk, #2)"
Julie Garwood,4.17,9366.0,,False,107781,,,eng,0,1991.0,,122.0,490.0,2783.0,4969.0,6663.0,13977,"The Gift (Crown's Spies, #3)"
Derf Backderf,3.88,9367.0,,False,12959045,,,eng,0,2012.0,,232.0,683.0,2802.0,5190.0,3426.0,11563,My Friend Dahmer
Julie Garwood,4.16,9368.0,,False,107783,,,eng,0,1988.0,,123.0,586.0,3129.0,5929.0,7383.0,15614,"The Lion's Lady (Crown's Spies, #1)"
Mary Kay Andrews,3.58,9369.0,,False,23245594,,,,0,2015.0,,192.0,1034.0,3742.0,4007.0,1810.0,8827,Beach Town
Cindy C. Bennett,4.04,9370.0,,False,10295484,,,en-GB,0,2010.0,,455.0,878.0,2906.0,5429.0,6671.0,16007,Heart on a Chain
Brian Jacques,3.99,9371.0,,False,7987,,,,0,1999.0,,88.0,567.0,3365.0,4817.0,4575.0,12658,"The Legend of Luke (Redwall, #12)"
"Dick King-Smith, Maggie Kneen",4.05,9372.0,,False,646195,,,eng,0,1983.0,,204.0,531.0,2647.0,3659.0,4924.0,11229,Babe: The Gallant Pig
Wally Lamb,3.52,9373.0,,False,8152697,,,eng,0,2009.0,,256.0,1282.0,4327.0,4062.0,1973.0,10966,Wishin' and Hopin'
Jack McCallum,4.16,9374.0,,False,13152668,,,eng,0,2012.0,,175.0,297.0,1302.0,2846.0,3800.0,8000,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever"
"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",3.98,9375.0,,False,914211,,,en-GB,0,2007.0,,150.0,453.0,1877.0,3133.0,3083.0,8036,Influencer: The Power to Change Anything
Roger Zelazny,4.19,9376.0,,False,116982,,,eng,0,1976.0,,48.0,311.0,2292.0,5090.0,5660.0,12627,The Hand of Oberon (The Chronicles of Amber #4)
Maya Banks,4.29,9377.0,,False,7828781,,,eng,0,2010.0,,82.0,364.0,2378.0,6569.0,8581.0,16649,"No Place to Run (KGI, #2)"
"Jeff Smith, Steve Hamaker",4.33,9378.0,,False,106124,,,eng,0,1997.0,,78.0,270.0,1520.0,3450.0,6038.0,11044,"The Dragonslayer (Bone, #4)"
Joel Fuhrman,4.12,9379.0,,False,34451,,,,0,2003.0,,137.0,480.0,1819.0,3818.0,4489.0,7274,Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss
Tessa Dare,4.12,9380.0,,False,11738128,,,eng,0,2012.0,,176.0,561.0,2896.0,6130.0,6510.0,14615,"A Week to Be Wicked (Spindle Cove, #2)"
Ann M. Martin,4.21,9381.0,,False,20575434,,,eng,0,2014.0,,234.0,328.0,1709.0,4697.0,5659.0,11872,Rain Reign
Karen Chance,3.98,9382.0,,False,207365,,,en-US,0,2007.0,,243.0,917.0,4419.0,7039.0,6585.0,18318,"Claimed By Shadow (Cassandra Palmer, #2)"
"Susan S. Adler, Renée Graef, Nancy Niles",3.95,9383.0,,False,200963,,,eng,0,1986.0,,336.0,921.0,4091.0,4510.0,6139.0,15460,"Meet Samantha: An American Girl (American Girls: Samantha, #1)"
Sebastian Barry,3.75,9384.0,,False,3419808,,,eng,0,2008.0,,324.0,973.0,3210.0,5189.0,3014.0,9565,The Secret Scripture
"Greg Rucka, J.H. Williams III, Rachel Maddow",4.16,9385.0,,False,6911529,,,eng,0,2010.0,,291.0,477.0,1761.0,3557.0,5408.0,11001,Batwoman: Elegy
Julie Otsuka,3.7,9386.0,,False,764073,,,eng,0,2002.0,,182.0,900.0,4049.0,5737.0,2400.0,11529,When the Emperor Was Divine
Sophie Jordan,3.94,9387.0,,False,17254035,,,eng,0,2013.0,,298.0,795.0,3385.0,6232.0,4958.0,14461,"Foreplay (The Ivy Chronicles, #1)"
John Sandford,4.14,9388.0,,False,37296,,,eng,0,1994.0,,39.0,183.0,2447.0,6298.0,4918.0,11975,"Night Prey (Lucas Davenport, #6)"
Dorothy L. Sayers,4.04,9389.0,,False,192888,,,eng,0,1926.0,,83.0,364.0,3076.0,5618.0,4541.0,12013,"Clouds of Witness (Lord Peter Wimsey, #2)"
Stephanie Bond,3.84,9390.0,,False,1176884,,,eng,0,2006.0,,277.0,707.0,3007.0,4218.0,3406.0,10719,"Body Movers (Body Movers, #1)"
Anthony Bourdain,3.75,9391.0,,False,40136,,,,0,2005.0,,68.0,504.0,2944.0,3941.0,1803.0,8021,"The Nasty Bits: Collected Varietal Cuts, Usable Trim, Scraps, and Bones"
George Saunders,3.93,9392.0,,False,29906980,,,eng,0,2017.0,,996.0,1809.0,4186.0,7887.0,9135.0,20373,Lincoln in the Bardo
William Gibson,3.93,9393.0,,False,7745031,,,eng,0,2010.0,,172.0,573.0,2530.0,5049.0,3406.0,10394,"Zero History (Blue Ant, #3)"
Chelsea Fine,3.83,9394.0,,False,12021559,,,eng,0,2011.0,,356.0,1114.0,3390.0,4184.0,4374.0,11849,Sophie & Carter
Louis Sachar,3.69,9395.0,,False,38703,,,eng,0,2006.0,,267.0,1177.0,4066.0,4471.0,3114.0,11837,"Small Steps (Holes, #2)"
Alex Marwood,3.48,9396.0,,False,11940384,,,eng,0,2008.0,,402.0,1342.0,4175.0,4161.0,1841.0,9180,The Wicked Girls
Simon R. Green,4.0,9397.0,,False,155291,,,eng,0,2003.0,,148.0,474.0,2982.0,5461.0,4360.0,12827,"Agents of Light and Darkness (Nightside, #2)"
John Brunner,3.96,9398.0,,False,41069,,,eng,0,1968.0,,298.0,712.0,2423.0,4070.0,4314.0,11021,Stand on Zanzibar
Gwen Cooper,4.18,9399.0,,False,6261477,,,en-US,0,2009.0,,238.0,422.0,1831.0,3681.0,5437.0,9907,Homer's Odyssey
Agatha Christie,3.83,9400.0,,False,433035,,,eng,0,1940.0,,98.0,679.0,4619.0,6215.0,3695.0,12538,"Sad Cypress (Hercule Poirot, #21)"
"Michael Dante DiMartino, Bryan Konietzko",4.52,9401.0,,False,1070527,,,eng,0,2006.0,,53.0,171.0,897.0,1519.0,5742.0,8261,Avatar Volume 1: The Last Airbender (Avatar #1)
Enid Blyton,4.03,9402.0,,False,17478,,,eng,0,1942.0,,86.0,456.0,2939.0,4192.0,4421.0,10441,"Five Go to Smuggler's Top (Famous Five, #4)"
